0,1
Dataset\words\a01\a01-063\a01-063-10-01.png,.
Dataset\words\e04\e04-058\e04-058-04-08.png,For
Dataset\words\e01\e01-032\e01-032-06-00.png,distinction
Dataset\words\c03\c03-087d\c03-087d-03-00.png,inevitability
Dataset\words\c03\c03-094b\c03-094b-05-00.png,always
Dataset\words\a05\a05-084\a05-084-05-07.png,","
Dataset\words\e06\e06-006\e06-006-07-04.png,in
Dataset\words\d01\d01-104\d01-104-02-09.png,in
Dataset\words\b04\b04-066\b04-066-05-07.png,friends
Dataset\words\d04\d04-071\d04-071-04-01.png,Lord
Dataset\words\a04\a04-089\a04-089-01-01.png,100
Dataset\words\c03\c03-003c\c03-003c-05-00.png,film
Dataset\words\a05\a05-069\a05-069-00-06.png,rather
Dataset\words\b01\b01-009\b01-009-01-07.png,heard
Dataset\words\a03\a03-066\a03-066-06-07.png,is
Dataset\words\e02\e02-086\e02-086-03-03.png,make
Dataset\words\b05\b05-074\b05-074-01-06.png,they
Dataset\words\a02\a02-004\a02-004-10-02.png,interests
Dataset\words\a05\a05-084\a05-084-06-03.png,sub-normality
Dataset\words\a06\a06-000\a06-000-03-01.png,opinion
Dataset\words\e04\e04-099\e04-099-00-03.png,bottom
Dataset\words\e02\e02-091\e02-091-07-04.png,become
Dataset\words\b04\b04-096\b04-096-00-04.png,18.1
Dataset\words\e06\e06-010\e06-010-03-10.png,the
Dataset\words\a02\a02-124\a02-124-02-01.png,reserves
Dataset\words\c06\c06-083\c06-083-01-00.png,2e-and-nightie
Dataset\words\c04\c04-098\c04-098-05-05.png,looks
Dataset\words\e02\e02-086\e02-086-03-04.png,simple
Dataset\words\c06\c06-083\c06-083-00-02.png,parades
Dataset\words\a02\a02-017\a02-017-07-04.png,.
Dataset\words\d07\d07-085\d07-085-02-04.png,from
Dataset\words\b05\b05-071\b05-071-03-09.png,can
Dataset\words\c06\c06-083\c06-083-06-08.png,Slezak
Dataset\words\b06\b06-093\b06-093-01-00.png,end
Dataset\words\e06\e06-010\e06-010-03-01.png,the
Dataset\words\c04\c04-028\c04-028-02-03.png,""""
Dataset\words\e07\e07-066\e07-066-01-06.png,to
Dataset\words\e04\e04-030\e04-030-03-07.png,of
Dataset\words\b05\b05-071\b05-071-02-11.png,authority
Dataset\words\d06\d06-015\d06-015-04-05.png,he
Dataset\words\a01\a01-122u\a01-122u-02-02.png,on
Dataset\words\a04\a04-031\a04-031-08-08.png,war
Dataset\words\c02\c02-017\c02-017-09-03.png,exploited
Dataset\words\c03\c03-003e\c03-003e-06-08.png,","
Dataset\words\c04\c04-144\c04-144-03-04.png,Tom
Dataset\words\b04\b04-020\b04-020-06-04.png,good
Dataset\words\c03\c03-084c\c03-084c-06-00.png,the
Dataset\words\a01\a01-132\a01-132-08-07.png,these
Dataset\words\e02\e02-094\e02-094-00-04.png,certain
Dataset\words\e04\e04-022\e04-022-03-04.png,then
Dataset\words\a03\a03-037\a03-037-05-10.png,in
Dataset\words\a04\a04-099\a04-099-06-05.png,our
Dataset\words\b03\b03-114\b03-114-07-02.png,well-meaning
Dataset\words\a03\a03-073\a03-073-02-08.png,is
Dataset\words\c06\c06-058\c06-058-00-00.png,It
Dataset\words\e01\e01-102\e01-102-02-06.png,designs
Dataset\words\e04\e04-052\e04-052-01-05.png,We
Dataset\words\d01\d01-080\d01-080-05-06.png,of
Dataset\words\a02\a02-072\a02-072-00-04.png,going
Dataset\words\c03\c03-081c\c03-081c-08-05.png,power
Dataset\words\e01\e01-032\e01-032-10-01.png,fact
Dataset\words\d06\d06-086\d06-086-01-03.png,a
Dataset\words\b06\b06-015\b06-015-00-03.png,","
Dataset\words\b01\b01-132\b01-132-08-04.png,indefensible
Dataset\words\b06\b06-023\b06-023-02-03.png,""""
Dataset\words\a05\a05-029\a05-029-06-03.png,need
Dataset\words\b05\b05-074\b05-074-06-01.png,""""
Dataset\words\a05\a05-069\a05-069-07-01.png,tests
Dataset\words\b04\b04-010\b04-010-08-01.png,!
Dataset\words\c03\c03-021b\c03-021b-07-03.png,you
Dataset\words\a06\a06-100\a06-100-05-01.png,gain
Dataset\words\d07\d07-085\d07-085-00-10.png,","
Dataset\words\b03\b03-098\b03-098-08-01.png,the
Dataset\words\a06\a06-075\a06-075-06-04.png,Sunderland
Dataset\words\c03\c03-003e\c03-003e-04-05.png,which
Dataset\words\b03\b03-025\b03-025-01-03.png,go
Dataset\words\c01\c01-066\c01-066-06-00.png,behaviour
Dataset\words\c03\c03-081e\c03-081e-05-01.png,heard
Dataset\words\b05\b05-079\b05-079-09-05.png,.
Dataset\words\e04\e04-008\e04-008-01-09.png,a
Dataset\words\b01\b01-132\b01-132-05-05.png,this
Dataset\words\a06\a06-014\a06-014-06-03.png,deals
Dataset\words\e04\e04-011\e04-011-02-03.png,in.
Dataset\words\e01\e01-113\e01-113-02-02.png,thread
Dataset\words\e02\e02-094\e02-094-05-02.png,man
Dataset\words\a04\a04-099\a04-099-06-06.png,territory
Dataset\words\a05\a05-069\a05-069-02-04.png,foreign
Dataset\words\d07\d07-102\d07-102-01-00.png,Palestinian
Dataset\words\e04\e04-038\e04-038-03-02.png,might
Dataset\words\c03\c03-016d\c03-016d-09-04.png,bear
Dataset\words\e06\e06-006\e06-006-09-01.png,western
Dataset\words\c03\c03-007d\c03-007d-07-06.png,are
Dataset\words\a03\a03-030\a03-030-07-06.png,state-
Dataset\words\b06\b06-090\b06-090-06-06.png,German
Dataset\words\a04\a04-089\a04-089-01-00.png,of
Dataset\words\a01\a01-014\a01-014-03-02.png,want
Dataset\words\a05\a05-022\a05-022-07-06.png,aspect
Dataset\words\b04\b04-010\b04-010-02-00.png,in
Dataset\words\b04\b04-181\b04-181-03-03.png,from
Dataset\words\a01\a01-053u\a01-053u-08-01.png,to
Dataset\words\c02\c02-026\c02-026-02-03.png,best
Dataset\words\c04\c04-098\c04-098-02-09.png,away
Dataset\words\e01\e01-014\e01-014-01-08.png,-
Dataset\words\a01\a01-072x\a01-072x-01-01.png,reserves
Dataset\words\b05\b05-017\b05-017-00-03.png,to
Dataset\words\a01\a01-020x\a01-020x-05-02.png,are
Dataset\words\e04\e04-015\e04-015-00-07.png,it
Dataset\words\c04\c04-050\c04-050-08-00.png,a
Dataset\words\c03\c03-000d\c03-000d-03-01.png,and
Dataset\words\e04\e04-011\e04-011-01-03.png,.
Dataset\words\c04\c04-017\c04-017-06-03.png,thanks
Dataset\words\a01\a01-128\a01-128-01-01.png,full
Dataset\words\a01\a01-068u\a01-068u-01-04.png,more
Dataset\words\c03\c03-016d\c03-016d-01-00.png,intense
Dataset\words\b04\b04-107\b04-107-08-04.png,international
Dataset\words\a02\a02-000\a02-000-02-03.png,abandoned
Dataset\words\a02\a02-020\a02-020-05-00.png,the
Dataset\words\e06\e06-041\e06-041-06-01.png,of
Dataset\words\c03\c03-087e\c03-087e-08-00.png,pulated
Dataset\words\a02\a02-067\a02-067-03-02.png,peace
Dataset\words\e02\e02-100\e02-100-01-07.png,.
Dataset\words\d06\d06-041\d06-041-04-00.png,a
Dataset\words\a03\a03-006\a03-006-03-06.png,past
Dataset\words\e04\e04-026\e04-026-00-06.png,the
Dataset\words\b06\b06-045\b06-045-06-04.png,to
Dataset\words\a05\a05-044\a05-044-07-01.png,Graaff
Dataset\words\c03\c03-000f\c03-000f-00-02.png,version
Dataset\words\a04\a04-023\a04-023-04-00.png,State
Dataset\words\c04\c04-089\c04-089-06-01.png,in
Dataset\words\a01\a01-102u\a01-102u-06-07.png,quantity
Dataset\words\e06\e06-053\e06-053-05-05.png,transmitted
Dataset\words\d01\d01-104\d01-104-01-03.png,In
Dataset\words\b06\b06-019\b06-019-03-04.png,unified
Dataset\words\d06\d06-113\d06-113-03-05.png,the
Dataset\words\c03\c03-081c\c03-081c-06-02.png,Landen
Dataset\words\a03\a03-011\a03-011-04-00.png,the
Dataset\words\c04\c04-139\c04-139-01-00.png,such
Dataset\words\c02\c02-012\c02-012-02-01.png,the
Dataset\words\a05\a05-121\a05-121-05-02.png,Canon
Dataset\words\c06\c06-095\c06-095-00-01.png,That
Dataset\words\a04\a04-085\a04-085-05-00.png,Macmillan
Dataset\words\c04\c04-008\c04-008-08-01.png,Hollywood
Dataset\words\a04\a04-103\a04-103-06-03.png,nuclear
Dataset\words\b01\b01-062\b01-062-07-05.png,MRA
Dataset\words\a05\a05-104\a05-104-05-02.png,Angola
Dataset\words\d04\d04-089\d04-089-02-01.png,our
Dataset\words\e06\e06-030\e06-030-07-03.png,from
Dataset\words\c01\c01-009\c01-009-02-02.png,a
Dataset\words\e06\e06-021\e06-021-00-05.png,particular
Dataset\words\a04\a04-043\a04-043-04-05.png,was
Dataset\words\c03\c03-087c\c03-087c-05-07.png,had
Dataset\words\d05\d05-040\d05-040-03-06.png,a
Dataset\words\a01\a01-049x\a01-049x-10-01.png,about
Dataset\words\b05\b05-083\b05-083-03-08.png,their
Dataset\words\a01\a01-068u\a01-068u-04-07.png,past
Dataset\words\a05\a05-069\a05-069-01-05.png,wound
Dataset\words\a01\a01-049x\a01-049x-08-07.png,a
Dataset\words\b01\b01-044\b01-044-04-02.png,Germany
Dataset\words\c04\c04-160\c04-160-05-05.png,mystery
Dataset\words\e02\e02-094\e02-094-06-02.png,a
Dataset\words\a01\a01-087u\a01-087u-08-02.png,always
Dataset\words\a03\a03-059\a03-059-03-06.png,far
Dataset\words\c01\c01-066\c01-066-03-02.png,been
Dataset\words\c06\c06-087\c06-087-02-08.png,when
Dataset\words\e06\e06-030\e06-030-07-02.png,apart
Dataset\words\e01\e01-119\e01-119-03-01.png,thread
Dataset\words\a01\a01-128u\a01-128u-04-06.png,hospital
Dataset\words\e04\e04-095\e04-095-06-04.png,that
Dataset\words\a05\a05-000\a05-000-06-05.png,to
Dataset\words\b06\b06-093\b06-093-05-06.png,mass
Dataset\words\e01\e01-055\e01-055-09-00.png,has
Dataset\words\b01\b01-089\b01-089-04-06.png,to
Dataset\words\e01\e01-029\e01-029-02-01.png,in
Dataset\words\c04\c04-170\c04-170-04-05.png,.
Dataset\words\c02\c02-012\c02-012-04-09.png,Mala-
Dataset\words\b04\b04-175\b04-175-08-02.png,meaning
Dataset\words\d01\d01-060\d01-060-02-06.png,includes
Dataset\words\a02\a02-004\a02-004-01-04.png,Paris
Dataset\words\d03\d03-117\d03-117-05-09.png,Stone
Dataset\words\e01\e01-032\e01-032-03-05.png,handkerchief
Dataset\words\b01\b01-113\b01-113-02-06.png,We
Dataset\words\c06\c06-091\c06-091-03-11.png,adult
Dataset\words\d04\d04-047\d04-047-01-04.png,solve
Dataset\words\a01\a01-113u\a01-113u-09-07.png,the
Dataset\words\c03\c03-003b\c03-003b-06-02.png,","
Dataset\words\b04\b04-020\b04-020-05-01.png,wives
Dataset\words\b04\b04-195\b04-195-00-09.png,.
Dataset\words\e04\e04-062\e04-062-08-00.png,shilling
Dataset\words\e01\e01-014\e01-014-03-05.png,to
Dataset\words\c04\c04-035\c04-035-07-01.png,familiar
Dataset\words\a02\a02-067\a02-067-01-05.png,for
Dataset\words\c03\c03-094a\c03-094a-06-04.png,from
Dataset\words\a02\a02-012\a02-012-00-04.png,of
Dataset\words\b04\b04-047\b04-047-03-11.png,century
Dataset\words\c03\c03-096f\c03-096f-02-01.png,","
Dataset\words\a01\a01-038x\a01-038x-08-03.png,Roy's
Dataset\words\a01\a01-128u\a01-128u-01-06.png,and
Dataset\words\a03\a03-080\a03-080-06-02.png,participation
Dataset\words\c03\c03-096a\c03-096a-01-03.png,motives
Dataset\words\b06\b06-068\b06-068-03-04.png,West
Dataset\words\c04\c04-122\c04-122-02-05.png,Robert
Dataset\words\a01\a01-007\a01-007-08-03.png,the
Dataset\words\b01\b01-094\b01-094-08-03.png,which
Dataset\words\a04\a04-069\a04-069-04-04.png,should
Dataset\words\a06\a06-141\a06-141-01-08.png,who
Dataset\words\c04\c04-134\c04-134-03-01.png,plays
Dataset\words\a02\a02-067\a02-067-02-05.png,a
Dataset\words\d06\d06-086\d06-086-07-00.png,thing
Dataset\words\d04\d04-053\d04-053-04-02.png,the
Dataset\words\e06\e06-026\e06-026-08-05.png,the
Dataset\words\d06\d06-050\d06-050-01-01.png,the
Dataset\words\a01\a01-113\a01-113-06-01.png,the
Dataset\words\e06\e06-021\e06-021-08-00.png,the
Dataset\words\c04\c04-075\c04-075-04-08.png,the
Dataset\words\b04\b04-134\b04-134-06-05.png,prophet
Dataset\words\b04\b04-134\b04-134-05-03.png,is
Dataset\words\e06\e06-049\e06-049-07-00.png,for
Dataset\words\c03\c03-021e\c03-021e-09-06.png,looking
Dataset\words\b01\b01-118\b01-118-03-01.png,without
Dataset\words\d06\d06-096\d06-096-05-05.png,out
Dataset\words\e06\e06-026\e06-026-08-06.png,Norfolk
Dataset\words\c03\c03-081d\c03-081d-04-00.png,a
Dataset\words\c03\c03-084a\c03-084a-02-04.png,over-emphasizing
Dataset\words\e06\e06-070\e06-070-08-00.png,essential
Dataset\words\b01\b01-038\b01-038-00-10.png,is
Dataset\words\a01\a01-007x\a01-007x-06-02.png,agreed
Dataset\words\a06\a06-124\a06-124-02-05.png,.
Dataset\words\b02\b02-045\b02-045-03-14.png,a
Dataset\words\b04\b04-066\b04-066-03-04.png,was
Dataset\words\d06\d06-113\d06-113-03-06.png,particular
Dataset\words\a02\a02-082\a02-082-06-05.png,last
Dataset\words\e02\e02-000\e02-000-02-07.png,are
Dataset\words\d04\d04-050\d04-050-02-02.png,think
Dataset\words\e04\e04-058\e04-058-03-07.png,on
Dataset\words\a02\a02-012\a02-012-03-03.png,negotiator
Dataset\words\b05\b05-045\b05-045-01-00.png,factory
Dataset\words\a02\a02-027\a02-027-08-06.png,to
Dataset\words\d07\d07-082\d07-082-03-02.png,passage
Dataset\words\b06\b06-075\b06-075-00-06.png,cannot
Dataset\words\e04\e04-038\e04-038-00-05.png,this
Dataset\words\a05\a05-013\a05-013-05-00.png,return
Dataset\words\e01\e01-055\e01-055-04-04.png,.
Dataset\words\c03\c03-087d\c03-087d-05-06.png,perhaps
Dataset\words\b01\b01-122\b01-122-01-02.png,his
Dataset\words\a03\a03-017\a03-017-05-02.png,kept
Dataset\words\e01\e01-092\e01-092-06-00.png,to
Dataset\words\c03\c03-096d\c03-096d-02-02.png,one
Dataset\words\e07\e07-066\e07-066-05-02.png,by
Dataset\words\c03\c03-007a\c03-007a-01-08.png,England
Dataset\words\e04\e04-019\e04-019-04-05.png,the
Dataset\words\d04\d04-075\d04-075-01-04.png,.
Dataset\words\a01\a01-072u\a01-072u-04-04.png,a
Dataset\words\a01\a01-000x\a01-000x-02-03.png,Ps
Dataset\words\a06\a06-064\a06-064-03-05.png,the
Dataset\words\a01\a01-049\a01-049-01-03.png,by
Dataset\words\e07\e07-000\e07-000-05-03.png,small
Dataset\words\a04\a04-059\a04-059-00-08.png,locate
Dataset\words\e07\e07-007\e07-007-05-08.png,the
Dataset\words\e02\e02-018\e02-018-04-04.png,top
Dataset\words\a01\a01-053\a01-053-03-03.png,a
Dataset\words\c04\c04-004\c04-004-04-00.png,treatment
Dataset\words\d06\d06-046\d06-046-09-05.png,go
Dataset\words\e06\e06-033\e06-033-08-00.png,been
Dataset\words\d01\d01-049\d01-049-04-03.png,explain
Dataset\words\b06\b06-082\b06-082-03-07.png,strategy
Dataset\words\a02\a02-116\a02-116-00-00.png,It
Dataset\words\e04\e04-058\e04-058-05-00.png,I
Dataset\words\a06\a06-110\a06-110-04-05.png,with
Dataset\words\b02\b02-035\b02-035-03-00.png,a
Dataset\words\e06\e06-021\e06-021-00-04.png,any
Dataset\words\d07\d07-096\d07-096-01-00.png,original
Dataset\words\e02\e02-074\e02-074-04-09.png,etc.
Dataset\words\a05\a05-089\a05-089-10-04.png,having
Dataset\words\e01\e01-018\e01-018-07-05.png,lace
Dataset\words\b04\b04-107\b04-107-05-06.png,Timetables
Dataset\words\d01\d01-060\d01-060-05-07.png,which
Dataset\words\c04\c04-150\c04-150-03-07.png,on
Dataset\words\a03\a03-040\a03-040-04-09.png,had
Dataset\words\b06\b06-071\b06-071-00-03.png,will
Dataset\words\a05\a05-039\a05-039-05-04.png,being
Dataset\words\a05\a05-053\a05-053-09-07.png,of
Dataset\words\c03\c03-094f\c03-094f-03-04.png,comically
Dataset\words\b06\b06-110\b06-110-01-00.png,prefer
Dataset\words\b01\b01-122\b01-122-04-07.png,has
Dataset\words\a01\a01-077\a01-077-06-07.png,he
Dataset\words\a06\a06-095\a06-095-04-02.png,the
Dataset\words\c02\c02-082\c02-082-05-00.png,the
Dataset\words\a06\a06-025\a06-025-02-01.png,;
Dataset\words\a06\a06-070\a06-070-01-09.png,#
Dataset\words\d05\d05-030\d05-030-00-00.png,Forever
Dataset\words\d07\d07-102\d07-102-06-01.png,the
Dataset\words\d04\d04-121\d04-121-06-00.png,conducting
Dataset\words\c06\c06-027\c06-027-05-07.png,open
Dataset\words\a01\a01-102\a01-102-05-04.png,noble
Dataset\words\b04\b04-096\b04-096-00-03.png,Government
Dataset\words\b04\b04-208\b04-208-00-01.png,the
Dataset\words\b05\b05-074\b05-074-02-07.png,and
Dataset\words\c04\c04-150\c04-150-03-05.png,played
Dataset\words\a01\a01-113\a01-113-05-03.png,spending
Dataset\words\c03\c03-007b\c03-007b-06-02.png,""""
Dataset\words\e07\e07-066\e07-066-05-06.png,22
Dataset\words\d04\d04-101\d04-101-03-01.png,:
Dataset\words\a05\a05-039\a05-039-06-03.png,strongholds
Dataset\words\a03\a03-043\a03-043-00-07.png,Mr.
Dataset\words\a05\a05-116\a05-116-06-03.png,","
Dataset\words\e01\e01-113\e01-113-05-05.png,as
Dataset\words\c01\c01-014\c01-014-08-01.png,character
Dataset\words\a01\a01-128\a01-128-00-07.png,cheered
Dataset\words\c03\c03-003d\c03-003d-02-00.png,and
Dataset\words\b01\b01-094\b01-094-09-02.png,.
Dataset\words\b01\b01-049\b01-049-07-05.png,pound
Dataset\words\e04\e04-011\e04-011-00-05.png,are
Dataset\words\d06\d06-086\d06-086-08-04.png,necessary
Dataset\words\a01\a01-113\a01-113-07-02.png,1950
Dataset\words\a01\a01-128\a01-128-06-05.png,changes
Dataset\words\a05\a05-073\a05-073-05-03.png,wanted
Dataset\words\e02\e02-100\e02-100-06-05.png,!
Dataset\words\a04\a04-099\a04-099-00-05.png,and
Dataset\words\c03\c03-000c\c03-000c-06-06.png,everywhere
Dataset\words\a06\a06-124\a06-124-00-07.png,it
Dataset\words\b04\b04-121\b04-121-06-02.png,major
Dataset\words\b01\b01-136\b01-136-06-09.png,","
Dataset\words\a01\a01-049x\a01-049x-09-03.png,Kennedy
Dataset\words\a05\a05-004\a05-004-04-03.png,all
Dataset\words\e01\e01-107\e01-107-05-02.png,given
Dataset\words\a04\a04-031\a04-031-02-01.png,after
Dataset\words\b02\b02-013\b02-013-06-00.png,Kennedy's
Dataset\words\e06\e06-033\e06-033-05-00.png,Knoll
Dataset\words\c06\c06-111\c06-111-00-00.png,This
Dataset\words\a03\a03-011\a03-011-04-03.png,and
Dataset\words\a03\a03-073\a03-073-10-03.png,which
Dataset\words\b06\b06-036\b06-036-03-00.png,the
Dataset\words\b01\b01-053\b01-053-02-00.png,share
Dataset\words\e07\e07-066\e07-066-01-00.png,Grantham
Dataset\words\e01\e01-032\e01-032-09-04.png,follow
Dataset\words\a03\a03-059\a03-059-02-04.png,""""
Dataset\words\b01\b01-053\b01-053-06-02.png,a
Dataset\words\e04\e04-058\e04-058-03-08.png,these
Dataset\words\d01\d01-056\d01-056-06-04.png,other
Dataset\words\c04\c04-066\c04-066-00-07.png,Well
Dataset\words\e04\e04-091\e04-091-02-07.png,over
Dataset\words\a01\a01-113u\a01-113u-04-02.png,but
Dataset\words\c03\c03-087f\c03-087f-08-02.png,his
Dataset\words\a06\a06-020\a06-020-01-04.png,the
Dataset\words\a01\a01-063u\a01-063u-03-00.png,problem
Dataset\words\a01\a01-113\a01-113-00-06.png,of
Dataset\words\a04\a04-069\a04-069-02-05.png,spread
Dataset\words\a03\a03-050\a03-050-07-05.png,coached
Dataset\words\c03\c03-084b\c03-084b-00-01.png,Bryan
Dataset\words\a02\a02-057\a02-057-07-04.png,support
Dataset\words\d06\d06-011\d06-011-04-04.png,under
Dataset\words\d04\d04-028\d04-028-04-04.png,""""
Dataset\words\c03\c03-007a\c03-007a-07-03.png,the
Dataset\words\c02\c02-022\c02-022-06-02.png,and
Dataset\words\a02\a02-106\a02-106-04-07.png,independent
Dataset\words\b04\b04-066\b04-066-05-05.png,and
Dataset\words\d05\d05-008\d05-008-01-06.png,prepared
Dataset\words\e07\e07-072\e07-072-04-00.png,have
Dataset\words\a06\a06-025\a06-025-06-01.png,""""
Dataset\words\c06\c06-076\c06-076-04-00.png,perfect
Dataset\words\c04\c04-110\c04-110-01-04.png,Marie
Dataset\words\d06\d06-086\d06-086-02-04.png,one
Dataset\words\a02\a02-017\a02-017-04-00.png,They
Dataset\words\d06\d06-072\d06-072-05-07.png,deliberately
Dataset\words\a01\a01-128\a01-128-05-03.png,of
Dataset\words\a01\a01-122u\a01-122u-05-05.png,The
Dataset\words\e06\e06-049\e06-049-06-04.png,the
Dataset\words\c02\c02-035\c02-035-00-00.png,It
Dataset\words\e01\e01-107\e01-107-08-03.png,articles
Dataset\words\b04\b04-134\b04-134-09-01.png,of
Dataset\words\e01\e01-055\e01-055-02-05.png,","
Dataset\words\c04\c04-144\c04-144-05-01.png,big
Dataset\words\a06\a06-020\a06-020-02-11.png,run
Dataset\words\b04\b04-134\b04-134-00-00.png,For
Dataset\words\a01\a01-128u\a01-128u-02-01.png,opponents
Dataset\words\d07\d07-100\d07-100-07-02.png,whenever
Dataset\words\c06\c06-039\c06-039-03-07.png,:
Dataset\words\c02\c02-026\c02-026-04-02.png,honesty
Dataset\words\c02\c02-022\c02-022-07-04.png,in
Dataset\words\a02\a02-093\a02-093-02-05.png,He
Dataset\words\d06\d06-046\d06-046-09-07.png,a
Dataset\words\a05\a05-089\a05-089-05-04.png,","
Dataset\words\b01\b01-038\b01-038-07-02.png,means
Dataset\words\d01\d01-080\d01-080-06-01.png,markings
Dataset\words\c06\c06-083\c06-083-02-10.png,Rolls-Royce
Dataset\words\a06\a06-036\a06-036-06-02.png,transport
Dataset\words\a01\a01-014x\a01-014x-01-00.png,the
Dataset\words\a02\a02-008\a02-008-04-05.png,.
Dataset\words\a02\a02-082\a02-082-04-04.png,Northern
Dataset\words\c04\c04-066\c04-066-03-05.png,'s
Dataset\words\c02\c02-007\c02-007-03-07.png,gallery
Dataset\words\a04\a04-069\a04-069-06-02.png,the
Dataset\words\a01\a01-102u\a01-102u-02-00.png,anybody
Dataset\words\b05\b05-067\b05-067-04-09.png,expert
Dataset\words\e01\e01-081\e01-081-05-11.png,.
Dataset\words\b03\b03-092\b03-092-06-00.png,logical
Dataset\words\a02\a02-057\a02-057-00-02.png,:
Dataset\words\e04\e04-030\e04-030-04-00.png,wire
Dataset\words\e04\e04-109\e04-109-00-03.png,No.
Dataset\words\e01\e01-102\e01-102-05-02.png,luncheon
Dataset\words\d04\d04-053\d04-053-06-03.png,full
Dataset\words\b01\b01-079\b01-079-03-01.png,have
Dataset\words\a03\a03-030\a03-030-04-05.png,the
Dataset\words\b06\b06-042\b06-042-10-02.png,the
Dataset\words\d01\d01-019\d01-019-03-11.png,fell
Dataset\words\b04\b04-020\b04-020-04-00.png,Not
Dataset\words\a04\a04-015\a04-015-02-04.png,""""
Dataset\words\e04\e04-015\e04-015-04-07.png,measurements
Dataset\words\a04\a04-006\a04-006-09-00.png,security
Dataset\words\a04\a04-092\a04-092-06-03.png,in
Dataset\words\e07\e07-066\e07-066-06-01.png,survived
Dataset\words\a02\a02-042\a02-042-05-08.png,did
Dataset\words\c02\c02-059\c02-059-03-00.png,bears
Dataset\words\b06\b06-071\b06-071-03-02.png,carry
Dataset\words\b04\b04-169\b04-169-07-02.png,.
Dataset\words\c01\c01-066\c01-066-03-01.png,had
Dataset\words\b04\b04-202\b04-202-07-03.png,Space
Dataset\words\b05\b05-067\b05-067-02-03.png,that
Dataset\words\c03\c03-016c\c03-016c-00-06.png,telling
Dataset\words\c02\c02-049\c02-049-01-05.png,","
Dataset\words\e06\e06-003\e06-003-06-02.png,that
Dataset\words\e02\e02-117\e02-117-01-01.png,to
Dataset\words\a06\a06-064\a06-064-01-05.png,the
Dataset\words\a04\a04-081\a04-081-03-01.png,the
Dataset\words\a04\a04-023\a04-023-00-09.png,by
Dataset\words\c04\c04-039\c04-039-02-02.png,'61
Dataset\words\a04\a04-069\a04-069-00-02.png,Macmillan
Dataset\words\a01\a01-014x\a01-014x-03-09.png,the
Dataset\words\c03\c03-007a\c03-007a-04-03.png,the
Dataset\words\c03\c03-003a\c03-003a-08-05.png,.
Dataset\words\c03\c03-016c\c03-016c-08-02.png,first
Dataset\words\a01\a01-030u\a01-030u-01-00.png,Mr.
Dataset\words\a02\a02-078\a02-078-00-05.png,that
Dataset\words\a01\a01-072x\a01-072x-02-01.png,cash
Dataset\words\e01\e01-029\e01-029-04-00.png,in
Dataset\words\a01\a01-072u\a01-072u-08-01.png,new
Dataset\words\b01\b01-094\b01-094-04-04.png,are
Dataset\words\e04\e04-043\e04-043-00-05.png,a
Dataset\words\e04\e04-011\e04-011-01-02.png,place
Dataset\words\c04\c04-008\c04-008-03-07.png,chance
Dataset\words\a02\a02-053\a02-053-07-00.png,members
Dataset\words\a01\a01-030u\a01-030u-09-02.png,in
Dataset\words\b06\b06-049\b06-049-04-05.png,and
Dataset\words\b02\b02-097\b02-097-03-02.png,ones
Dataset\words\a05\a05-017\a05-017-00-04.png,recent
Dataset\words\a03\a03-043\a03-043-05-04.png,the
Dataset\words\c03\c03-081c\c03-081c-00-00.png,Arguably
Dataset\words\c02\c02-000\c02-000-06-00.png,angelo
Dataset\words\b06\b06-053\b06-053-06-00.png,basic
Dataset\words\b01\b01-038\b01-038-07-04.png,practical
Dataset\words\c04\c04-105\c04-105-02-08.png,Hal
Dataset\words\b06\b06-049\b06-049-06-06.png,consistent
Dataset\words\b03\b03-104\b03-104-07-03.png,out
Dataset\words\b05\b05-067\b05-067-02-11.png,the
Dataset\words\a01\a01-007u\a01-007u-04-03.png,have
Dataset\words\e01\e01-086\e01-086-03-07.png,stitch
Dataset\words\b01\b01-118\b01-118-05-01.png,in
Dataset\words\b01\b01-018\b01-018-07-04.png,coloured
Dataset\words\d05\d05-008\d05-008-01-07.png,to
Dataset\words\c03\c03-000b\c03-000b-03-05.png,is
Dataset\words\e01\e01-025\e01-025-03-00.png,over-furnishing
Dataset\words\e04\e04-015\e04-015-02-02.png,The
Dataset\words\b05\b05-071\b05-071-03-10.png,kid
Dataset\words\b06\b06-049\b06-049-02-06.png,to
Dataset\words\b04\b04-162\b04-162-04-01.png,by
Dataset\words\d04\d04-053\d04-053-02-07.png,be
Dataset\words\a01\a01-082u\a01-082u-00-04.png,a
Dataset\words\a05\a05-044\a05-044-06-07.png,de
Dataset\words\c03\c03-021c\c03-021c-09-03.png,""""
Dataset\words\d04\d04-096\d04-096-03-08.png,and
Dataset\words\a02\a02-082\a02-082-02-02.png,creating
Dataset\words\a02\a02-082\a02-082-06-02.png,-
Dataset\words\c03\c03-000f\c03-000f-07-03.png,control
Dataset\words\e06\e06-010\e06-010-00-02.png,200-fathom
Dataset\words\c06\c06-095\c06-095-03-06.png,to
Dataset\words\b04\b04-187\b04-187-03-03.png,we
Dataset\words\a06\a06-075\a06-075-06-05.png,)
Dataset\words\d06\d06-050\d06-050-00-01.png,is
Dataset\words\b01\b01-000\b01-000-00-06.png,out
Dataset\words\a04\a04-027\a04-027-01-11.png,Rusk
Dataset\words\a01\a01-000x\a01-000x-04-07.png,Mr.
Dataset\words\a03\a03-043\a03-043-08-02.png,answer
